Event_ID,Timestamp,Gate_ID,Ticket_Class,Purchase_Type,Staff_On_Duty,Gate_Status,Alerts,Total_Attendance,Zone_Attendance,Sellout_Rate(%),Drill_Timestamp,Evacuation_Time(min),Congestion_Hotspot
2798,08/30/2024 13:00,West,Economy,Pre,24,Open,None,58840,5237,91,08/31/2024 13:00,7.87,Z7
2799,08/30/2024 13:10,West,Economy,Pre,25,Open,None,58840,9863,91,08/31/2024 13:10,6.02,Z7
2800,08/31/2024 08:00,North,VIP,At-Gate,21,Open,None,51356,8997,100,09/01/2024 08:00,7.25,Z5
2801,08/31/2024 08:10,North,VIP,At-Gate,11,Open,None,51356,11972,100,09/01/2024 08:10,3.2,Z5
2802,08/31/2024 08:20,North,VIP,At-Gate,6,Open,None,51356,12265,100,09/01/2024 08:20,3.11,Z9
2803,08/31/2024 08:30,North,VIP,At-Gate,20,Open,None,51356,17163,100,09/01/2024 08:30,4.78,Z8
2804,08/31/2024 08:40,North,VIP,At-Gate,10,Open,None,51356,5654,100,09/01/2024 08:40,7.39,Z7
2805,08/31/2024 08:50,North,VIP,At-Gate,17,Open,None,51356,9726,100,09/01/2024 08:50,3.6,Z3
2806,08/31/2024 09:00,North,VIP,At-Gate,17,Open,None,51356,12609,100,09/01/2024 09:00,7.45,Z1
2807,08/31/2024 09:10,North,VIP,Pre,22,Open,None,51356,5437,100,09/01/2024 09:10,7.23,Z4
2808,08/31/2024 09:20,North,VIP,Pre,13,Open,None,51356,13440,100,09/01/2024 09:20,7.2,Z10
2809,08/31/2024 09:30,North,VIP,At-Gate,24,Open,None,51356,15784,100,09/01/2024 09:30,3.58,Z4
2810,08/31/2024 09:40,North,VIP,At-Gate,16,Open,None,51356,3929,100,09/01/2024 09:40,6.05,Z3
2811,08/31/2024 09:50,North,VIP,At-Gate,7,Open,None,51356,9098,100,09/01/2024 09:50,5.89,Z9
2812,08/31/2024 10:00,North,VIP,At-Gate,16,Open,None,51356,8091,100,09/01/2024 10:00,7.74,Z10
2813,08/31/2024 10:10,North,VIP,Pre,11,Open,None,51356,6805,100,09/01/2024 10:10,7.67,Z7
2814,08/31/2024 10:20,North,VIP,Pre,22,Open,None,51356,10605,100,09/01/2024 10:20,4.24,Z4
2815,08/31/2024 10:30,North,VIP,Pre,12,Open,None,51356,4856,100,09/01/2024 10:30,4.8,Z7
2816,08/31/2024 10:40,North,VIP,Pre,16,Open,None,51356,15596,100,09/01/2024 10:40,4.12,Z4
2817,08/31/2024 10:50,North,VIP,Pre,15,Open,None,51356,11717,100,09/01/2024 10:50,5.19,Z2
2818,08/31/2024 11:00,North,VIP,Pre,18,Open,None,51356,11106,100,09/01/2024 11:00,3.54,Z4
2819,08/31/2024 11:10,North,VIP,Pre,16,Open,None,51356,14296,100,09/01/2024 11:10,3.95,Z9
2820,09/01/2024 12:00,South,Regular,Pre,26,Open,None,47879,15730,92,09/02/2024 12:00,3.97,Z8
2821,09/01/2024 12:10,South,Regular,At-Gate,19,Open,None,47879,10887,92,09/02/2024 12:10,5.94,Z7
2822,09/01/2024 12:20,South,Regular,At-Gate,14,Open,None,47879,15316,92,09/02/2024 12:20,7.73,Z6
2823,09/01/2024 12:30,South,Regular,At-Gate,17,Open,None,47879,7825,92,09/02/2024 12:30,6.05,Z10
2824,09/01/2024 12:40,South,Regular,At-Gate,17,Open,None,47879,14430,92,09/02/2024 12:40,5.88,Z9
2825,09/01/2024 12:50,South,Regular,At-Gate,20,Open,None,47879,12231,92,09/02/2024 12:50,6.21,Z8
2826,09/01/2024 13:00,South,Regular,Pre,14,Open,None,47879,7345,92,09/02/2024 13:00,6.1,Z4
2827,09/01/2024 13:10,South,Regular,At-Gate,18,Open,None,47879,12407,92,09/02/2024 13:10,5.57,Z6
2828,09/01/2024 13:20,South,Regular,Pre,12,Open,None,47879,6270,92,09/02/2024 13:20,7.99,Z8
2829,09/01/2024 13:30,South,Regular,At-Gate,18,Open,None,47879,13077,92,09/02/2024 13:30,4.9,Z3
2830,09/01/2024 13:40,South,Regular,At-Gate,17,Open,None,47879,13674,92,09/02/2024 13:40,4.63,Z7
2831,09/01/2024 13:50,South,Regular,At-Gate,18,Open,None,47879,13193,92,09/02/2024 13:50,7.19,Z7
2832,09/01/2024 14:00,South,Regular,At-Gate,19,Open,None,47879,7811,92,09/02/2024 14:00,5.44,Z6
2833,09/01/2024 14:10,South,Regular,Pre,20,Open,None,47879,7840,92,09/02/2024 14:10,4.21,Z9
2834,09/01/2024 14:20,South,Regular,Pre,13,Open,None,47879,10703,92,09/02/2024 14:20,4.62,Z6
2835,09/01/2024 14:30,South,Regular,At-Gate,22,Open,None,47879,7830,92,09/02/2024 14:30,5.06,Z4
2836,09/01/2024 14:40,South,Regular,At-Gate,17,Open,None,47879,17885,92,09/02/2024 14:40,4.82,Z3
2837,09/01/2024 14:50,South,Regular,Pre,19,Open,None,47879,6838,92,09/02/2024 14:50,3.7,Z3
2838,09/01/2024 15:00,South,Regular,At-Gate,21,Open,None,47879,8087,92,09/02/2024 15:00,3.42,Z7
2839,09/01/2024 15:10,South,Regular,At-Gate,18,Open,None,47879,7624,92,09/02/2024 15:10,5.0,Z3
2840,09/02/2024 12:00,South,VIP,At-Gate,10,Open,None,45644,5645,92,09/03/2024 12:00,7.36,Z6
2841,09/02/2024 12:10,South,VIP,Pre,23,Open,None,45644,13963,92,09/03/2024 12:10,3.77,Z3
2842,09/02/2024 12:20,South,VIP,Pre,18,Open,None,45644,13012,92,09/03/2024 12:20,6.4,Z2
2843,09/02/2024 12:30,South,VIP,Pre,20,Open,None,45644,6839,92,09/03/2024 12:30,7.45,Z1
2844,09/02/2024 12:40,South,VIP,At-Gate,20,Open,None,45644,10930,92,09/03/2024 12:40,3.1,Z2
2845,09/02/2024 12:50,South,VIP,At-Gate,18,Open,None,45644,10568,92,09/03/2024 12:50,4.93,Z3
2846,09/02/2024 13:00,South,VIP,Pre,23,Open,None,45644,9931,92,09/03/2024 13:00,5.94,Z5
2847,09/02/2024 13:10,South,VIP,At-Gate,21,Open,None,45644,3511,92,09/03/2024 13:10,4.47,Z8
2848,09/02/2024 13:20,South,VIP,At-Gate,24,Open,None,45644,4759,92,09/03/2024 13:20,5.02,Z2
2849,09/02/2024 13:30,South,VIP,At-Gate,17,Open,None,45644,13095,92,09/03/2024 13:30,7.77,Z9
2850,09/02/2024 13:40,South,VIP,At-Gate,25,Open,None,45644,8565,92,09/03/2024 13:40,7.18,Z4
2851,09/02/2024 13:50,South,VIP,Pre,18,Open,None,45644,12747,92,09/03/2024 13:50,4.51,Z8
2852,09/02/2024 14:00,South,VIP,Pre,17,Open,None,45644,7137,92,09/03/2024 14:00,5.33,Z7
2853,09/02/2024 14:10,South,VIP,At-Gate,16,Open,None,45644,6092,92,09/03/2024 14:10,3.55,Z10
2854,09/02/2024 14:20,South,VIP,At-Gate,8,Open,None,45644,8669,92,09/03/2024 14:20,7.61,Z10
2855,09/02/2024 14:30,South,VIP,Pre,13,Open,None,45644,11554,92,09/03/2024 14:30,3.37,Z4
2856,09/02/2024 14:40,South,VIP,At-Gate,21,Open,None,45644,7001,92,09/03/2024 14:40,6.54,Z2
2857,09/02/2024 14:50,South,VIP,At-Gate,15,Open,None,45644,11116,92,09/03/2024 14:50,3.09,Z2
2858,09/02/2024 15:00,South,VIP,At-Gate,20,Open,None,45644,11974,92,09/03/2024 15:00,3.43,Z3
2859,09/02/2024 15:10,South,VIP,At-Gate,15,Open,None,45644,7795,92,09/03/2024 15:10,5.07,Z3
2860,09/03/2024 10:00,North,Regular,At-Gate,17,Open,None,47400,13264,97,09/04/2024 10:00,6.23,Z1
2861,09/03/2024 10:10,North,Regular,Pre,17,Open,None,47400,11556,97,09/04/2024 10:10,4.47,Z3
2862,09/03/2024 10:20,North,Regular,At-Gate,21,Open,None,47400,13980,97,09/04/2024 10:20,6.43,Z8
2863,09/03/2024 10:30,North,Regular,At-Gate,13,Open,None,47400,12190,97,09/04/2024 10:30,4.24,Z3
2864,09/03/2024 10:40,North,Regular,Pre,22,Open,None,47400,5472,97,09/04/2024 10:40,7.3,Z5
2865,09/03/2024 10:50,North,Regular,Pre,20,Open,None,47400,10201,97,09/04/2024 10:50,3.66,Z10
2866,09/03/2024 11:00,North,Regular,At-Gate,22,Open,None,47400,14989,97,09/04/2024 11:00,5.74,Z4
2867,09/03/2024 11:10,North,Regular,At-Gate,20,Open,None,47400,7405,97,09/04/2024 11:10,6.04,Z1
2868,09/03/2024 11:20,North,Regular,Pre,14,Open,None,47400,15663,97,09/04/2024 11:20,4.77,Z6
2869,09/03/2024 11:30,North,Regular,Pre,13,Open,None,47400,7780,97,09/04/2024 11:30,3.98,Z8
2870,09/03/2024 11:40,North,Regular,Pre,17,Open,None,47400,10496,97,09/04/2024 11:40,6.86,Z2
2871,09/03/2024 11:50,North,Regular,At-Gate,14,Open,None,47400,11935,97,09/04/2024 11:50,6.39,Z9
2872,09/03/2024 12:00,North,Regular,At-Gate,13,Open,None,47400,13451,97,09/04/2024 12:00,6.4,Z5
2873,09/03/2024 12:10,North,Regular,At-Gate,17,Open,None,47400,5449,97,09/04/2024 12:10,4.08,Z5
2874,09/03/2024 12:20,North,Regular,Pre,22,Open,None,47400,9232,97,09/04/2024 12:20,6.69,Z2
2875,09/03/2024 12:30,North,Regular,Pre,17,Open,None,47400,4494,97,09/04/2024 12:30,5.94,Z6
2876,09/03/2024 12:40,North,Regular,At-Gate,23,Open,None,47400,15977,97,09/04/2024 12:40,6.62,Z10
2877,09/03/2024 12:50,North,Regular,At-Gate,24,Open,None,47400,2649,97,09/04/2024 12:50,7.28,Z8
2878,09/03/2024 13:00,North,Regular,Pre,11,Open,None,47400,9752,97,09/04/2024 13:00,4.94,Z5
2879,09/03/2024 13:10,North,Regular,Pre,12,Open,None,47400,14049,97,09/04/2024 13:10,6.35,Z1
2880,09/04/2024 08:00,North,VIP,Pre,14,Open,None,56313,10752,96,09/05/2024 08:00,8.0,Z1
2881,09/04/2024 08:10,North,VIP,Pre,5,Open,None,56313,9867,96,09/05/2024 08:10,3.8,Z7
2882,09/04/2024 08:20,North,VIP,Pre,20,Open,None,56313,11891,96,09/05/2024 08:20,3.47,Z6
2883,09/04/2024 08:30,North,VIP,Pre,17,Open,None,56313,9644,96,09/05/2024 08:30,3.04,Z8
2884,09/04/2024 08:40,North,VIP,Pre,21,Open,None,56313,11756,96,09/05/2024 08:40,4.05,Z3
2885,09/04/2024 08:50,North,VIP,At-Gate,17,Open,None,56313,12613,96,09/05/2024 08:50,5.55,Z2
2886,09/04/2024 09:00,North,VIP,Pre,12,Open,None,56313,12409,96,09/05/2024 09:00,4.18,Z8
2887,09/04/2024 09:10,North,VIP,At-Gate,6,Open,None,56313,15298,96,09/05/2024 09:10,5.19,Z6
2888,09/04/2024 09:20,North,VIP,Pre,17,Open,None,56313,12619,96,09/05/2024 09:20,6.69,Z10
2889,09/04/2024 09:30,North,VIP,At-Gate,18,Open,None,56313,7782,96,09/05/2024 09:30,6.64,Z2
2890,09/04/2024 09:40,North,VIP,Pre,14,Open,None,56313,9258,96,09/05/2024 09:40,6.56,Z4
2891,09/04/2024 09:50,North,VIP,Pre,16,Open,None,56313,12836,96,09/05/2024 09:50,7.74,Z3
2892,09/04/2024 10:00,North,VIP,At-Gate,23,Open,None,56313,12239,96,09/05/2024 10:00,4.55,Z4
2893,09/04/2024 10:10,North,VIP,At-Gate,14,Open,None,56313,8508,96,09/05/2024 10:10,6.1,Z6
2894,09/04/2024 10:20,North,VIP,At-Gate,17,Open,None,56313,11925,96,09/05/2024 10:20,4.86,Z9
2895,09/04/2024 10:30,North,VIP,Pre,11,Open,None,56313,10415,96,09/05/2024 10:30,4.58,Z2
2896,09/04/2024 10:40,North,VIP,At-Gate,11,Open,None,56313,5304,96,09/05/2024 10:40,4.25,Z6
2897,09/04/2024 10:50,North,VIP,At-Gate,19,Open,None,56313,5501,96,09/05/2024 10:50,4.97,Z6
2898,09/04/2024 11:00,North,VIP,At-Gate,11,Open,None,56313,8026,96,09/05/2024 11:00,7.77,Z6
2899,09/04/2024 11:10,North,VIP,At-Gate,14,Open,None,56313,5793,96,09/05/2024 11:10,5.52,Z7
2900,09/05/2024 12:00,West,Economy,At-Gate,9,Open,None,58584,8482,100,09/06/2024 12:00,4.04,Z5
2901,09/05/2024 12:10,West,Economy,At-Gate,19,Open,None,58584,8927,100,09/06/2024 12:10,6.53,Z8
2902,09/05/2024 12:20,West,Economy,Pre,16,Open,None,58584,6888,100,09/06/2024 12:20,3.74,Z6
2903,09/05/2024 12:30,West,Economy,Pre,25,Open,None,58584,8838,100,09/06/2024 12:30,6.76,Z2
2904,09/05/2024 12:40,West,Economy,At-Gate,10,Open,None,58584,12730,100,09/06/2024 12:40,7.86,Z3
2905,09/05/2024 12:50,West,Economy,At-Gate,11,Open,None,58584,12409,100,09/06/2024 12:50,6.66,Z9
2906,09/05/2024 13:00,West,Economy,Pre,26,Open,None,58584,11290,100,09/06/2024 13:00,3.6,Z8
2907,09/05/2024 13:10,West,Economy,At-Gate,18,Open,None,58584,8875,100,09/06/2024 13:10,3.31,Z4
2908,09/05/2024 13:20,West,Economy,At-Gate,19,Open,None,58584,9606,100,09/06/2024 13:20,4.93,Z2
2909,09/05/2024 13:30,West,Economy,At-Gate,22,Open,None,58584,9113,100,09/06/2024 13:30,7.54,Z7
2910,09/05/2024 13:40,West,Economy,At-Gate,9,Open,None,58584,15524,100,09/06/2024 13:40,4.92,Z6
2911,09/05/2024 13:50,West,Economy,At-Gate,18,Open,None,58584,13109,100,09/06/2024 13:50,5.85,Z1
2912,09/05/2024 14:00,West,Economy,Pre,17,Open,None,58584,12922,100,09/06/2024 14:00,3.33,Z9
2913,09/05/2024 14:10,West,Economy,At-Gate,15,Open,None,58584,7533,100,09/06/2024 14:10,7.86,Z3
2914,09/05/2024 14:20,West,Economy,Pre,13,Open,None,58584,8610,100,09/06/2024 14:20,6.21,Z7
2915,09/05/2024 14:30,West,Economy,Pre,21,Open,None,58584,9932,100,09/06/2024 14:30,5.03,Z6
2916,09/05/2024 14:40,West,Economy,Pre,24,Open,None,58584,5153,100,09/06/2024 14:40,7.62,Z3
2917,09/05/2024 14:50,West,Economy,At-Gate,20,Open,None,58584,8764,100,09/06/2024 14:50,5.58,Z10
2918,09/05/2024 15:00,West,Economy,At-Gate,19,Open,None,58584,11415,100,09/06/2024 15:00,4.52,Z1
2919,09/05/2024 15:10,West,Economy,At-Gate,18,Open,None,58584,7416,100,09/06/2024 15:10,4.57,Z1
2920,09/06/2024 14:00,East,Regular,Pre,12,Open,None,49462,15815,89,09/07/2024 14:00,4.95,Z6
2921,09/06/2024 14:10,East,Regular,Pre,18,Open,None,49462,10254,89,09/07/2024 14:10,7.22,Z5
2922,09/06/2024 14:20,East,Regular,At-Gate,20,Open,None,49462,3803,89,09/07/2024 14:20,5.11,Z10
2923,09/06/2024 14:30,East,Regular,At-Gate,18,Open,None,49462,12343,89,09/07/2024 14:30,5.94,Z10
2924,09/06/2024 14:40,East,Regular,At-Gate,18,Open,None,49462,10353,89,09/07/2024 14:40,7.38,Z9
2925,09/06/2024 14:50,East,Regular,Pre,16,Open,None,49462,6252,89,09/07/2024 14:50,3.91,Z10
2926,09/06/2024 15:00,East,Regular,Pre,9,Open,None,49462,5106,89,09/07/2024 15:00,5.83,Z4
2927,09/06/2024 15:10,East,Regular,At-Gate,24,Open,None,49462,14279,89,09/07/2024 15:10,3.16,Z10
2928,09/06/2024 15:20,East,Regular,At-Gate,15,Open,None,49462,14823,89,09/07/2024 15:20,4.98,Z5
2929,09/06/2024 15:30,East,Regular,At-Gate,18,Open,None,49462,7964,89,09/07/2024 15:30,3.95,Z9
2930,09/06/2024 15:40,East,Regular,Pre,23,Open,None,49462,7688,89,09/07/2024 15:40,6.21,Z1
2931,09/06/2024 15:50,East,Regular,Pre,14,Open,None,49462,4072,89,09/07/2024 15:50,4.67,Z5
2932,09/06/2024 16:00,East,Regular,At-Gate,23,Open,None,49462,11014,89,09/07/2024 16:00,5.19,Z7
2933,09/06/2024 16:10,East,Regular,Pre,13,Open,None,49462,11135,89,09/07/2024 16:10,4.95,Z3
2934,09/06/2024 16:20,East,Regular,At-Gate,15,Open,None,49462,9258,89,09/07/2024 16:20,4.01,Z1
2935,09/06/2024 16:30,East,Regular,Pre,21,Open,None,49462,10189,89,09/07/2024 16:30,5.72,Z5
2936,09/06/2024 16:40,East,Regular,At-Gate,21,Open,None,49462,12614,89,09/07/2024 16:40,7.61,Z4
2937,09/06/2024 16:50,East,Regular,At-Gate,20,Open,None,49462,5477,89,09/07/2024 16:50,3.88,Z6
2938,09/06/2024 17:00,East,Regular,Pre,15,Open,None,49462,11362,89,09/07/2024 17:00,4.31,Z3
2939,09/06/2024 17:10,East,Regular,At-Gate,11,Open,None,49462,12400,89,09/07/2024 17:10,3.65,Z9
2940,09/07/2024 12:00,North,VIP,Pre,22,Open,None,56364,6203,96,09/08/2024 12:00,3.38,Z1
2941,09/07/2024 12:10,North,VIP,At-Gate,19,Open,None,56364,11226,96,09/08/2024 12:10,7.4,Z7
2942,09/07/2024 12:20,North,VIP,Pre,18,Open,None,56364,13486,96,09/08/2024 12:20,6.75,Z8
2943,09/07/2024 12:30,North,VIP,Pre,17,Open,None,56364,10526,96,09/08/2024 12:30,3.52,Z6
2944,09/07/2024 12:40,North,VIP,Pre,22,Open,None,56364,9196,96,09/08/2024 12:40,4.7,Z1
2945,09/07/2024 12:50,North,VIP,Pre,14,Open,None,56364,9950,96,09/08/2024 12:50,7.27,Z10
2946,09/07/2024 13:00,North,VIP,Pre,28,Open,None,56364,13824,96,09/08/2024 13:00,7.27,Z2
2947,09/07/2024 13:10,North,VIP,At-Gate,16,Open,None,56364,11317,96,09/08/2024 13:10,4.04,Z5
2948,09/07/2024 13:20,North,VIP,At-Gate,19,Open,None,56364,6742,96,09/08/2024 13:20,5.51,Z9
2949,09/07/2024 13:30,North,VIP,Pre,21,Open,None,56364,11529,96,09/08/2024 13:30,3.77,Z1
2950,09/07/2024 13:40,North,VIP,At-Gate,17,Open,None,56364,12999,96,09/08/2024 13:40,4.42,Z7
2951,09/07/2024 13:50,North,VIP,At-Gate,15,Open,None,56364,10358,96,09/08/2024 13:50,7.71,Z2
2952,09/07/2024 14:00,North,VIP,At-Gate,19,Open,None,56364,11751,96,09/08/2024 14:00,6.37,Z5
2953,09/07/2024 14:10,North,VIP,Pre,17,Open,None,56364,14059,96,09/08/2024 14:10,4.82,Z8
2954,09/07/2024 14:20,North,VIP,Pre,14,Open,None,56364,8797,96,09/08/2024 14:20,6.85,Z8
2955,09/07/2024 14:30,North,VIP,At-Gate,5,Open,None,56364,13439,96,09/08/2024 14:30,6.07,Z6
2956,09/07/2024 14:40,North,VIP,At-Gate,13,Open,None,56364,8514,96,09/08/2024 14:40,5.4,Z5
2957,09/07/2024 14:50,North,VIP,Pre,17,Open,None,56364,8125,96,09/08/2024 14:50,3.66,Z4
2958,09/07/2024 15:00,North,VIP,Pre,14,Open,None,56364,13041,96,09/08/2024 15:00,5.2,Z3
2959,09/07/2024 15:10,North,VIP,Pre,21,Open,None,56364,12047,96,09/08/2024 15:10,6.22,Z1
2960,09/08/2024 10:00,East,Economy,At-Gate,19,Open,None,52066,16440,92,09/09/2024 10:00,7.62,Z9
2961,09/08/2024 10:10,East,Economy,At-Gate,20,Open,None,52066,11817,92,09/09/2024 10:10,6.86,Z9
2962,09/08/2024 10:20,East,Economy,At-Gate,18,Open,None,52066,9316,92,09/09/2024 10:20,3.76,Z7
2963,09/08/2024 10:30,East,Economy,Pre,15,Open,None,52066,7791,92,09/09/2024 10:30,4.24,Z6
2964,09/08/2024 10:40,East,Economy,At-Gate,17,Open,None,52066,7447,92,09/09/2024 10:40,6.23,Z2
2965,09/08/2024 10:50,East,Economy,Pre,19,Open,None,52066,8010,92,09/09/2024 10:50,4.88,Z2
2966,09/08/2024 11:00,East,Economy,At-Gate,20,Open,None,52066,7899,92,09/09/2024 11:00,4.76,Z10
2967,09/08/2024 11:10,East,Economy,Pre,9,Open,None,52066,10587,92,09/09/2024 11:10,3.5,Z10
2968,09/08/2024 11:20,East,Economy,Pre,25,Open,None,52066,15988,92,09/09/2024 11:20,4.29,Z1
2969,09/08/2024 11:30,East,Economy,Pre,17,Open,None,52066,14469,92,09/09/2024 11:30,7.94,Z1
2970,09/08/2024 11:40,East,Economy,At-Gate,15,Open,None,52066,6788,92,09/09/2024 11:40,4.02,Z2
2971,09/08/2024 11:50,East,Economy,Pre,17,Open,None,52066,9976,92,09/09/2024 11:50,5.54,Z1
2972,09/08/2024 12:00,East,Economy,At-Gate,22,Open,None,52066,10047,92,09/09/2024 12:00,3.36,Z3
2973,09/08/2024 12:10,East,Economy,At-Gate,19,Open,None,52066,10506,92,09/09/2024 12:10,3.1,Z6
2974,09/08/2024 12:20,East,Economy,At-Gate,14,Open,None,52066,9972,92,09/09/2024 12:20,5.67,Z4
2975,09/08/2024 12:30,East,Economy,Pre,12,Open,None,52066,11660,92,09/09/2024 12:30,4.77,Z8
2976,09/08/2024 12:40,East,Economy,Pre,20,Open,None,52066,5697,92,09/09/2024 12:40,7.36,Z4
2977,09/08/2024 12:50,East,Economy,At-Gate,18,Open,None,52066,10392,92,09/09/2024 12:50,7.91,Z6
2978,09/08/2024 13:00,East,Economy,Pre,22,Open,None,52066,11652,92,09/09/2024 13:00,6.54,Z6
2979,09/08/2024 13:10,East,Economy,At-Gate,15,Open,None,52066,10370,92,09/09/2024 13:10,7.22,Z3
2980,09/09/2024 14:00,East,Economy,Pre,20,Open,None,59132,10767,100,09/10/2024 14:00,3.93,Z1
2981,09/09/2024 14:10,East,Economy,Pre,17,Open,None,59132,11234,100,09/10/2024 14:10,6.75,Z10
2982,09/09/2024 14:20,East,Economy,At-Gate,15,Open,None,59132,10569,100,09/10/2024 14:20,5.31,Z4
2983,09/09/2024 14:30,East,Economy,At-Gate,20,Open,None,59132,16210,100,09/10/2024 14:30,5.27,Z1
2984,09/09/2024 14:40,East,Economy,At-Gate,16,Open,None,59132,14069,100,09/10/2024 14:40,5.34,Z9
2985,09/09/2024 14:50,East,Economy,At-Gate,23,Open,None,59132,9918,100,09/10/2024 14:50,4.44,Z6
2986,09/09/2024 15:00,East,Economy,Pre,16,Open,None,59132,11053,100,09/10/2024 15:00,3.87,Z9
2987,09/09/2024 15:10,East,Economy,At-Gate,12,Open,None,59132,11973,100,09/10/2024 15:10,7.14,Z7
2988,09/09/2024 15:20,East,Economy,At-Gate,22,Open,None,59132,11626,100,09/10/2024 15:20,3.75,Z8
2989,09/09/2024 15:30,East,Economy,At-Gate,22,Open,None,59132,11325,100,09/10/2024 15:30,7.61,Z6
2990,09/09/2024 15:40,East,Economy,At-Gate,22,Open,None,59132,4923,100,09/10/2024 15:40,7.35,Z8
2991,09/09/2024 15:50,East,Economy,Pre,10,Open,None,59132,10057,100,09/10/2024 15:50,7.8,Z4
2992,09/09/2024 16:00,East,Economy,At-Gate,12,Open,None,59132,7966,100,09/10/2024 16:00,6.49,Z9
2993,09/09/2024 16:10,East,Economy,Pre,15,Open,None,59132,11625,100,09/10/2024 16:10,4.34,Z8
2994,09/09/2024 16:20,East,Economy,At-Gate,18,Open,None,59132,13152,100,09/10/2024 16:20,6.73,Z10
2995,09/09/2024 16:30,East,Economy,At-Gate,8,Open,None,59132,9198,100,09/10/2024 16:30,6.2,Z5
2996,09/09/2024 16:40,East,Economy,Pre,9,Open,None,59132,11728,100,09/10/2024 16:40,4.77,Z3
2997,09/09/2024 16:50,East,Economy,Pre,5,Open,None,59132,7367,100,09/10/2024 16:50,3.58,Z6
2998,09/09/2024 17:00,East,Economy,At-Gate,9,Open,None,59132,17843,100,09/10/2024 17:00,3.82,Z5
2999,09/09/2024 17:10,East,Economy,At-Gate,7,Open,None,59132,14249,100,09/10/2024 17:10,6.3,Z8
3000,09/10/2024 14:00,South,Economy,At-Gate,13,Open,None,53811,12952,92,09/11/2024 14:00,3.01,Z8
3001,09/10/2024 14:10,South,Economy,At-Gate,17,Open,None,53811,11087,92,09/11/2024 14:10,3.84,Z2
3002,09/10/2024 14:20,South,Economy,Pre,17,Open,None,53811,7148,92,09/11/2024 14:20,5.21,Z9
3003,09/10/2024 14:30,South,Economy,Pre,15,Open,None,53811,15510,92,09/11/2024 14:30,4.81,Z10
3004,09/10/2024 14:40,South,Economy,At-Gate,16,Open,None,53811,11645,92,09/11/2024 14:40,6.54,Z1
3005,09/10/2024 14:50,South,Economy,Pre,17,Open,None,53811,7115,92,09/11/2024 14:50,6.51,Z10
3006,09/10/2024 15:00,South,Economy,Pre,16,Open,None,53811,11988,92,09/11/2024 15:00,4.43,Z9
3007,09/10/2024 15:10,South,Economy,Pre,15,Open,None,53811,8396,92,09/11/2024 15:10,3.88,Z8
3008,09/10/2024 15:20,South,Economy,At-Gate,18,Open,None,53811,4841,92,09/11/2024 15:20,7.11,Z1
3009,09/10/2024 15:30,South,Economy,Pre,14,Open,None,53811,6962,92,09/11/2024 15:30,3.15,Z9
3010,09/10/2024 15:40,South,Economy,At-Gate,16,Open,None,53811,11310,92,09/11/2024 15:40,3.85,Z8
3011,09/10/2024 15:50,South,Economy,At-Gate,13,Open,None,53811,2000,92,09/11/2024 15:50,7.53,Z3
3012,09/10/2024 16:00,South,Economy,Pre,19,Open,None,53811,10710,92,09/11/2024 16:00,4.01,Z1
3013,09/10/2024 16:10,South,Economy,At-Gate,18,Open,None,53811,15810,92,09/11/2024 16:10,3.07,Z7
3014,09/10/2024 16:20,South,Economy,At-Gate,20,Open,None,53811,13395,92,09/11/2024 16:20,4.67,Z4
3015,09/10/2024 16:30,South,Economy,Pre,20,Open,None,53811,8642,92,09/11/2024 16:30,5.5,Z2
3016,09/10/2024 16:40,South,Economy,Pre,22,Open,None,53811,9876,92,09/11/2024 16:40,7.9,Z1
3017,09/10/2024 16:50,South,Economy,Pre,24,Open,None,53811,12612,92,09/11/2024 16:50,5.04,Z2
3018,09/10/2024 17:00,South,Economy,At-Gate,29,Open,None,53811,12919,92,09/11/2024 17:00,5.91,Z6
3019,09/10/2024 17:10,South,Economy,At-Gate,29,Open,None,53811,16706,92,09/11/2024 17:10,3.48,Z1
3020,09/11/2024 10:00,West,VIP,At-Gate,16,Open,None,62750,9437,100,09/12/2024 10:00,6.93,Z3
3021,09/11/2024 10:10,West,VIP,At-Gate,22,Open,None,62750,7087,100,09/12/2024 10:10,7.02,Z4
3022,09/11/2024 10:20,West,VIP,Pre,18,Open,None,62750,9186,100,09/12/2024 10:20,3.51,Z10
3023,09/11/2024 10:30,West,VIP,Pre,21,Open,None,62750,7275,100,09/12/2024 10:30,5.85,Z2
3024,09/11/2024 10:40,West,VIP,Pre,19,Open,None,62750,8587,100,09/12/2024 10:40,4.71,Z10
3025,09/11/2024 10:50,West,VIP,Pre,17,Open,None,62750,13025,100,09/12/2024 10:50,6.42,Z1
3026,09/11/2024 11:00,West,VIP,Pre,13,Open,None,62750,5773,100,09/12/2024 11:00,3.1,Z10
3027,09/11/2024 11:10,West,VIP,At-Gate,19,Open,None,62750,14233,100,09/12/2024 11:10,3.83,Z9
3028,09/11/2024 11:20,West,VIP,Pre,11,Open,None,62750,11306,100,09/12/2024 11:20,7.31,Z9
3029,09/11/2024 11:30,West,VIP,At-Gate,21,Open,None,62750,11013,100,09/12/2024 11:30,6.12,Z9
3030,09/11/2024 11:40,West,VIP,At-Gate,23,Open,None,62750,7675,100,09/12/2024 11:40,3.21,Z7
3031,09/11/2024 11:50,West,VIP,At-Gate,26,Closed,Overcrowding,62750,17064,100,09/12/2024 11:50,7.46,Z1
